2374;2374;-51.1836;-30.1428;N
5184;5184;-51.1885;-30.1339;N
1173;1173;-51.1905;-30.1320;N
5947;5947;-51.1907;-30.1321;N
1263;1263;-51.1966;-30.1102;N
1267;1267;-51.1926;-30.1129;N
700;700;-51.2284;-30.1150;N
1718;1718;-51.2086;-30.0720;N
1884;1884;-51.1966;-30.0778;N
1877;1877;-51.1975;-30.0788;N
6127;6127;-51.1777;-30.0941;N
2465;2465;-51.1772;-30.0936;N
1337;1337;-51.2342;-30.0813;N
1823;1823;-51.2034;-30.0624;N
1830;1830;-51.2027;-30.0605;N
1831;1831;-51.2027;-30.0603;N
1838;1838;-51.2081;-30.0570;N
2629;2629;-51.1796;-30.0715;N
3627;3627;-51.1841;-30.0157;N
3686;3686;-51.1912;-30.0000;N
2361;2361;-51.1842;-30.0225;N
3363;3363;-51.1370;-30.0289;N
2952;2952;-51.1759;-30.0175;N
3766;3766;-51.1764;-30.0163;N
3765;3765;-51.1767;-30.0148;N
3769;3769;-51.1770;-30.0131;N
4005;4005;-51.1496;-30.0127;N
3902;3902;-51.1515;-30.0127;N
3947;3947;-51.1572;-29.9990;N
16;16;-51.2278;-30.1632;N
6550;6550;-51.1556;-29.9994;N
5523;5523;-51.2277;-30.1632;N
2;2;-51.1946;-30.2132;N
80;80;-51.1966;-30.2125;N
81;81;-51.1967;-30.2084;N
471;471;-51.1351;-30.1522;N
1538;1538;-51.2323;-30.0423;N
3036;3036;-51.1567;-30.0397;N
436;436;-51.1457;-30.1501;N
3035;3035;-51.1572;-30.0395;N
437;437;-51.1445;-30.1477;N
401;401;-51.1392;-30.1669;N
432;432;-51.1460;-30.1507;N
402;402;-51.1391;-30.1669;N
461;461;-51.1406;-30.1529;N
465;465;-51.1409;-30.1485;N
464;464;-51.1409;-30.1484;N
427;427;-51.1501;-30.1511;N
439;439;-51.1431;-30.1474;N
440;440;-51.1428;-30.1476;N
2898;2898;-51.1676;-30.0423;N
2896;2896;-51.1693;-30.0423;N
3421;3421;-51.1261;-30.0370;N
6126;6126;-51.1263;-30.0371;N
2897;2897;-51.1676;-30.0424;N
3426;3426;-51.1245;-30.0367;N
6243;6243;-51.1751;-29.9797;N
3450;3450;-51.1269;-30.0322;N
3449;3449;-51.1279;-30.0323;N
3984;3984;-51.1771;-29.9791;N
3408;3408;-51.1297;-30.0329;N
3448;3448;-51.1276;-30.0323;N
3407;3407;-51.1296;-30.0330;N
3398;3398;-51.1310;-30.0332;N
3392;3392;-51.1329;-30.0333;N
3391;3391;-51.1329;-30.0334;N
6549;6549;-51.1308;-30.0331;N
3300;3300;-51.1347;-30.0335;N
3301;3301;-51.1347;-30.0334;N
4603;4603;-51.1044;-30.1102;N
4606;4606;-51.1034;-30.1088;N
4133;4133;-51.1271;-30.0124;N
3479;3479;-51.1268;-30.0168;N
4281;4281;-51.1268;-29.9813;N
3478;3478;-51.1269;-30.0183;N
4278;4278;-51.1266;-29.9835;N
4277;4277;-51.1267;-29.9834;N
4251;4251;-51.1263;-29.9879;N
4248;4248;-51.1262;-29.9899;N
4134;4134;-51.1272;-30.0122;N
4174;4174;-51.1190;-30.0139;N
35;35;-51.2220;-30.1629;N
32;32;-51.2241;-30.1628;N
33;33;-51.2243;-30.1627;N
19;19;-51.2246;-30.1627;N
20;20;-51.2252;-30.1609;N
21;21;-51.2253;-30.1608;N
22;22;-51.2261;-30.1588;N
23;23;-51.2262;-30.1583;N
2991;2991;-51.1671;-30.0433;N
197;197;-51.1789;-30.2028;N
267;267;-51.1834;-30.1627;N
4129;4129;-51.1272;-30.0142;N
4128;4128;-51.1274;-30.0149;N
4130;4130;-51.1273;-30.0137;N
5975;5975;-51.1198;-29.9932;N
6408;6408;-51.2196;-30.0727;N
4353;4353;-51.1175;-30.2032;N
4883;4883;-51.1049;-29.9976;N
4882;4882;-51.1049;-29.9976;N
5678;5678;-51.2223;-30.0752;N
333;333;-51.1615;-30.1503;N
2388;2388;-51.1688;-30.1380;N
2389;2389;-51.1675;-30.1391;N
2408;2408;-51.1738;-30.1241;N
3108;3108;-51.1550;-30.0308;N
3107;3107;-51.1550;-30.0309;N
5493;5493;-51.1657;-30.0281;N
6000;6000;-51.1829;-30.0303;N
139;139;-51.1977;-30.1565;N
3163;3163;-51.1451;-30.0587;N
3164;3164;-51.1452;-30.0586;N
2294;2294;-51.1852;-30.0346;N
1851;1851;-51.2029;-30.0547;N
1849;1849;-51.2036;-30.0571;N
1817;1817;-51.2045;-30.0601;N
1809;1809;-51.2050;-30.0619;N
1832;1832;-51.2022;-30.0589;N
1833;1833;-51.2021;-30.0585;N
1822;1822;-51.2033;-30.0624;N
1942;1942;-51.1871;-30.0752;N
1943;1943;-51.1870;-30.0751;N
1940;1940;-51.1884;-30.0754;N
1939;1939;-51.1886;-30.0754;N
1934;1934;-51.1909;-30.0758;N
1935;1935;-51.1906;-30.0758;N
1902;1902;-51.1931;-30.0763;N
1894;1894;-51.1960;-30.0770;N
1901;1901;-51.1933;-30.0763;N
1885;1885;-51.1963;-30.0771;N
2371;2371;-51.1814;-30.1445;N
2372;2372;-51.1828;-30.1436;N
1171;1171;-51.1847;-30.1410;N
1175;1175;-51.1864;-30.1366;N
5116;5116;-51.1874;-30.1347;N
1177;1177;-51.1853;-30.1389;N
1169;1169;-51.1925;-30.1314;N
1185;1185;-51.1941;-30.1308;N
1168;1168;-51.1926;-30.1313;N
1183;1183;-51.1965;-30.1299;N
1186;1186;-51.1938;-30.1309;N
1182;1182;-51.1981;-30.1289;N
1184;1184;-51.1965;-30.1298;N
1133;1133;-51.2015;-30.1275;N
1181;1181;-51.1985;-30.1285;N
1143;1143;-51.2048;-30.1158;N
1142;1142;-51.2050;-30.1162;N
1217;1217;-51.2029;-30.1144;N
1134;1134;-51.2015;-30.1274;N
1219;1219;-51.2019;-30.1136;N
1220;1220;-51.2016;-30.1128;N
5783;5783;-51.2032;-30.1147;N
1876;1876;-51.1976;-30.0788;N
1883;1883;-51.1967;-30.0778;N
1260;1260;-51.1996;-30.1113;N
1261;1261;-51.1987;-30.1109;N
1265;1265;-51.1944;-30.1116;N
1262;1262;-51.1972;-30.1100;N
1268;1268;-51.1930;-30.1123;N
1269;1269;-51.1915;-30.1138;N
1264;1264;-51.1945;-30.1112;N
1190;1190;-51.1895;-30.1150;N
1266;1266;-51.1917;-30.1135;N
1192;1192;-51.1846;-30.1174;N
2370;2370;-51.1840;-30.0176;N
1191;1191;-51.1896;-30.1149;N
5777;5777;-51.1841;-30.0141;N
3629;3629;-51.1842;-30.0108;N
3628;3628;-51.1842;-30.0126;N
3630;3630;-51.1843;-30.0090;N
882;882;-51.2369;-30.0871;N
1814;1814;-51.2067;-30.0599;N
1815;1815;-51.2074;-30.0581;N
1839;1839;-51.2074;-30.0546;N
1841;1841;-51.2068;-30.0527;N
2634;2634;-51.1781;-30.0723;N
2635;2635;-51.1782;-30.0721;N
2636;2636;-51.1793;-30.0715;N
2628;2628;-51.1805;-30.0708;N
4709;4709;-51.1078;-30.0250;N
5519;5519;-51.1675;-30.0633;N
1104;1104;-51.2145;-30.1201;N
1119;1119;-51.2087;-30.1181;N
2474;2474;-51.1751;-30.0934;N
2119;2119;-51.2077;-30.0479;N
1774;1774;-51.2127;-30.0622;N
1899;1899;-51.1939;-30.0747;N
1686;1686;-51.2124;-30.0818;N
1688;1688;-51.2112;-30.0813;N
6256;6256;-51.2142;-30.0843;N
1689;1689;-51.2089;-30.0788;N
1736;1736;-51.2081;-30.0753;N
1735;1735;-51.2081;-30.0757;N
1696;1696;-51.2089;-30.0736;N
1690;1690;-51.2087;-30.0786;N
1717;1717;-51.2090;-30.0729;N
1988;1988;-51.1993;-30.0526;N
1853;1853;-51.2011;-30.0550;N
1852;1852;-51.2016;-30.0566;N
6493;6493;-51.2230;-30.1239;N
727;727;-51.2201;-30.1225;N
728;728;-51.2176;-30.1214;N
729;729;-51.2182;-30.1215;N
1102;1102;-51.2155;-30.1205;N
1101;1101;-51.2157;-30.1206;N
1109;1109;-51.2127;-30.1192;N
1105;1105;-51.2138;-30.1196;N
6342;6342;-51.2126;-30.1192;N
5302;5302;-51.2111;-30.1186;N
5301;5301;-51.2093;-30.1181;N
1114;1114;-51.2112;-30.1187;N
3738;3738;-51.1878;-29.9775;N
6547;6547;-51.1877;-29.9776;N
3247;3247;-51.1432;-30.0447;N
3239;3239;-51.1433;-30.0453;N
3238;3238;-51.1438;-30.0470;N
1137;1137;-51.2077;-30.1177;N
3192;3192;-51.1444;-30.0497;N
3189;3189;-51.1455;-30.0512;N
3188;3188;-51.1455;-30.0511;N
3190;3190;-51.1444;-30.0499;N
3177;3177;-51.1472;-30.0542;N
3174;3174;-51.1476;-30.0562;N
3176;3176;-51.1473;-30.0541;N
3159;3159;-51.1483;-30.0591;N
3173;3173;-51.1476;-30.0564;N
3157;3157;-51.1490;-30.0616;N
3160;3160;-51.1480;-30.0588;N
3155;3155;-51.1497;-30.0633;N
3156;3156;-51.1496;-30.0630;N
3158;3158;-51.1488;-30.0610;N
4103;4103;-51.1381;-29.9979;N
4102;4102;-51.1381;-29.9978;N
6332;6332;-51.2343;-30.1019;N
1911;1911;-51.1970;-30.0693;N
820;820;-51.2365;-30.1036;N
587;587;-51.2548;-30.0230;N
6546;6546;-51.1262;-29.9843;N
6545;6545;-51.1264;-29.9843;N
6544;6544;-51.1235;-29.9824;N
6543;6543;-51.1235;-29.9824;N
5121;5121;-51.2270;-30.0725;N
1375;1375;-51.2254;-30.0720;N
1378;1378;-51.2256;-30.0721;N
1370;1370;-51.2270;-30.0724;N
1031;1031;-51.2228;-30.0821;N
1356;1356;-51.2248;-30.0799;N
5506;5506;-51.1666;-30.0681;N
5507;5507;-51.1672;-30.0646;N
5505;5505;-51.1669;-30.0662;N
2723;2723;-51.1750;-30.0574;N
6484;6484;-51.1758;-30.0577;N
2712;2712;-51.1753;-30.0570;N
5683;5683;-51.2399;-30.0354;N
4671;4671;-51.1171;-30.0213;N
4670;4670;-51.1172;-30.0216;N
420;420;-51.1438;-30.1564;N
2512;2512;-51.1280;-30.1435;N
2809;2809;-51.1551;-30.0577;N
759;759;-51.2484;-30.1036;N
6046;6046;-51.1274;-30.1430;N
758;758;-51.2484;-30.1035;N
2393;2393;-51.1831;-30.1171;N
2394;2394;-51.1811;-30.1164;N
1193;1193;-51.1840;-30.1175;N
2396;2396;-51.1804;-30.1154;N
2395;2395;-51.1806;-30.1155;N
2397;2397;-51.1801;-30.1151;N
952;952;-51.2229;-30.1096;N
951;951;-51.2242;-30.1094;N
956;956;-51.2213;-30.1099;N
919;919;-51.2265;-30.1105;N
2473;2473;-51.1717;-30.0949;N
2475;2475;-51.1736;-30.0939;N
1270;1270;-51.1881;-30.0991;N
1271;1271;-51.1882;-30.0990;N
6372;6372;-51.1896;-30.0997;N
1301;1301;-51.1863;-30.0981;N
1303;1303;-51.1845;-30.0973;N
1302;1302;-51.1863;-30.0981;N
1304;1304;-51.1845;-30.0972;N
940;940;-51.2257;-30.1033;N
939;939;-51.2251;-30.1056;N
953;953;-51.2242;-30.1071;N
2452;2452;-51.1835;-30.0970;N
955;955;-51.2227;-30.1068;N
1091;1091;-51.2161;-30.1303;N
715;715;-51.2169;-30.1303;N
5918;5918;-51.2144;-30.1302;N
714;714;-51.2172;-30.1304;N
4726;4726;-51.1075;-30.0213;N
6542;6542;-51.1788;-30.0120;N
5962;5962;-51.2047;-30.1298;N
1127;1127;-51.2041;-30.1297;N
5676;5676;-51.2027;-30.1289;N
5675;5675;-51.2028;-30.1289;N
2667;2667;-51.1683;-30.0776;N
2666;2666;-51.1685;-30.0762;N
2683;2683;-51.1690;-30.0735;N
2682;2682;-51.1690;-30.0737;N
5835;5835;-51.1694;-30.0721;N
2681;2681;-51.1695;-30.0705;N
2685;2685;-51.1699;-30.0693;N
2680;2680;-51.1696;-30.0705;N
2687;2687;-51.1701;-30.0678;N
2686;2686;-51.1699;-30.0687;N
2713;2713;-51.1705;-30.0656;N
2688;2688;-51.1703;-30.0666;N
2662;2662;-51.1700;-30.0738;N
2663;2663;-51.1700;-30.0737;N
2714;2714;-51.1707;-30.0643;N
2679;2679;-51.1705;-30.0708;N
2678;2678;-51.1703;-30.0722;N
2684;2684;-51.1713;-30.0681;N
5993;5993;-51.1699;-30.0742;N
6541;6541;-51.1846;-30.0263;N
1024;1024;-51.2168;-30.0934;N
1223;1223;-51.2154;-30.0929;N
2434;2434;-51.1786;-30.1136;N
1224;1224;-51.2155;-30.0929;N
2435;2435;-51.1777;-30.1135;N
1287;1287;-51.1979;-30.0824;N
1745;1745;-51.2033;-30.0746;N
1283;1283;-51.1983;-30.0821;N
1866;1866;-51.1993;-30.0814;N
1865;1865;-51.1995;-30.0812;N
1739;1739;-51.2015;-30.0801;N
1734;1734;-51.2041;-30.0787;N
1740;1740;-51.2004;-30.0808;N
15;15;-51.2175;-30.1841;N
853;853;-51.2412;-30.0835;N
1126;1126;-51.2081;-30.1252;N
5857;5857;-51.2156;-30.0334;N
954;954;-51.2228;-30.1074;N
570;570;-51.2517;-30.0960;N
571;571;-51.2518;-30.0959;N
5915;5915;-51.2281;-30.0865;N
1285;1285;-51.1978;-30.0833;N
6025;6025;-51.2311;-30.0847;N
5027;5027;-51.1977;-30.0834;N
1286;1286;-51.1984;-30.0842;N
1015;1015;-51.2264;-30.0850;N
1281;1281;-51.1990;-30.0842;N
1720;1720;-51.2096;-30.0714;N
1013;1013;-51.2275;-30.0838;N
1719;1719;-51.2099;-30.0713;N
1251;1251;-51.2085;-30.0887;N
1715;1715;-51.2120;-30.0698;N
1252;1252;-51.2099;-30.0872;N
1250;1250;-51.2084;-30.0888;N
5151;5151;-51.2119;-30.0853;N
4945;4945;-51.0938;-30.0010;N
1249;1249;-51.2102;-30.0870;N
5006;5006;-51.0930;-29.9957;N
5004;5004;-51.0894;-29.9959;N
3270;3270;-51.1361;-30.0479;N
1348;1348;-51.2304;-30.0773;N
1349;1349;-51.2302;-30.0771;N
1351;1351;-51.2292;-30.0765;N
1350;1350;-51.2294;-30.0765;N
1358;1358;-51.2282;-30.0757;N
1357;1357;-51.2284;-30.0758;N
1360;1360;-51.2271;-30.0749;N
862;862;-51.2375;-30.0956;N
859;859;-51.2372;-30.0967;N
858;858;-51.2370;-30.0970;N
1256;1256;-51.2073;-30.0855;N
1359;1359;-51.2271;-30.0748;N
1253;1253;-51.2083;-30.0847;N
1742;1742;-51.2007;-30.0799;N
1741;1741;-51.2008;-30.0802;N
1867;1867;-51.1994;-30.0790;N
1005;1005;-51.2295;-30.0849;N
1868;1868;-51.1992;-30.0790;N
1379;1379;-51.2256;-30.0707;N
1380;1380;-51.2256;-30.0706;N
1671;1671;-51.2139;-30.0814;N
2168;2168;-51.2151;-30.0300;N
2429;2429;-51.1589;-30.1200;N
1255;1255;-51.2080;-30.0857;N
1369;1369;-51.2276;-30.0713;N
5934;5934;-51.2071;-30.0864;N
1372;1372;-51.2276;-30.0712;N
1705;1705;-51.2147;-30.0683;N
1239;1239;-51.2130;-30.0882;N
1238;1238;-51.2131;-30.0881;N
1709;1709;-51.2141;-30.0690;N
1702;1702;-51.2159;-30.0690;N
839;839;-51.2428;-30.0932;N
1229;1229;-51.2124;-30.0901;N
1227;1227;-51.2136;-30.0908;N
907;907;-51.2285;-30.1128;N
1228;1228;-51.2136;-30.0907;N
906;906;-51.2279;-30.1145;N
1009;1009;-51.2260;-30.0893;N
908;908;-51.2284;-30.1130;N
1010;1010;-51.2262;-30.0887;N
1418;1418;-51.2169;-30.0727;N
1420;1420;-51.2169;-30.0717;N
1417;1417;-51.2169;-30.0729;N
4999;4999;-51.0933;-29.9967;N
4977;4977;-51.0943;-29.9964;N
4775;4775;-51.0963;-30.0211;N
4811;4811;-51.1075;-30.0090;N
4836;4836;-51.1027;-30.0010;N
4834;4834;-51.1025;-30.0018;N
4835;4835;-51.1026;-30.0018;N
6043;6043;-51.1209;-30.0304;N
4740;4740;-51.1074;-30.0195;N
6540;6540;-51.1072;-30.0184;N
4725;4725;-51.1076;-30.0218;N
4705;4705;-51.1080;-30.0252;N
4707;4707;-51.1075;-30.0279;N
4722;4722;-51.1078;-30.0238;N
4699;4699;-51.1069;-30.0290;N
4700;4700;-51.1068;-30.0293;N
4667;4667;-51.1111;-30.0306;N
4697;4697;-51.1076;-30.0309;N
4695;4695;-51.1090;-30.0308;N
4696;4696;-51.1072;-30.0309;N
4694;4694;-51.1087;-30.0309;N
4666;4666;-51.1114;-30.0307;N
4708;4708;-51.1076;-30.0276;N
4664;4664;-51.1136;-30.0313;N
4648;4648;-51.1137;-30.0333;N
4665;4665;-51.1135;-30.0314;N
4647;4647;-51.1136;-30.0335;N
4646;4646;-51.1138;-30.0349;N
4644;4644;-51.1139;-30.0369;N
4641;4641;-51.1141;-30.0375;N
5142;5142;-51.2289;-30.0915;N
4645;4645;-51.1140;-30.0362;N
990;990;-51.2302;-30.0906;N
989;989;-51.2299;-30.0925;N
1419;1419;-51.2171;-30.0721;N
1000;1000;-51.2277;-30.0917;N
1002;1002;-51.2269;-30.0909;N
1001;1001;-51.2268;-30.0909;N
6021;6021;-51.2261;-30.0900;N
782;782;-51.2379;-30.1102;N
783;783;-51.2384;-30.1094;N
787;787;-51.2388;-30.1082;N
5194;5194;-51.2315;-30.0924;N
1008;1008;-51.2260;-30.0900;N
987;987;-51.2310;-30.0912;N
988;988;-51.2304;-30.0938;N
5895;5895;-51.2310;-30.0969;N
6539;6539;-51.2310;-30.0952;N
6151;6151;-51.2272;-30.0956;N
982;982;-51.2298;-30.0962;N
983;983;-51.2292;-30.0944;N
896;896;-51.2310;-30.1108;N
903;903;-51.2300;-30.1105;N
913;913;-51.2287;-30.1100;N
785;785;-51.2379;-30.1090;N
6538;6538;-51.2283;-30.1098;N
6537;6537;-51.1436;-30.0149;N
5469;5469;-51.1847;-30.0080;N
6536;6536;-51.1920;-30.1343;N
5470;5470;-51.1803;-30.0087;N
3778;3778;-51.1769;-30.0084;N
3779;3779;-51.1755;-30.0082;N
3814;3814;-51.1722;-30.0082;N
3804;3804;-51.1713;-30.0093;N
3811;3811;-51.1743;-30.0079;N
3807;3807;-51.1706;-30.0104;N
765;765;-51.2483;-30.0989;N
6048;6048;-51.2275;-30.0863;N
766;766;-51.2485;-30.0993;N
949;949;-51.2250;-30.1130;N
3808;3808;-51.1690;-30.0117;N
912;912;-51.2252;-30.1130;N
6040;6040;-51.1691;-30.0120;N
5561;5561;-51.1664;-30.0117;N
1111;1111;-51.2135;-30.1152;N
1110;1110;-51.2142;-30.1151;N
1195;1195;-51.2154;-30.1142;N
962;962;-51.2182;-30.1136;N
1194;1194;-51.2156;-30.1142;N
959;959;-51.2199;-30.1132;N
950;950;-51.2221;-30.1127;N
5145;5145;-51.2223;-30.1127;N
960;960;-51.2188;-30.1134;N
5562;5562;-51.1638;-30.0112;N
5563;5563;-51.1599;-30.0106;N
5710;5710;-51.1590;-30.0105;N
3849;3849;-51.1636;-30.0112;N
5564;5564;-51.1574;-30.0104;N
5725;5725;-51.1583;-30.0105;N
5557;5557;-51.1528;-30.0104;N
4069;4069;-51.1396;-30.0062;N
5726;5726;-51.1554;-30.0103;N
5471;5471;-51.1519;-30.0104;N
4010;4010;-51.1498;-30.0105;N
4019;4019;-51.1443;-30.0095;N
4060;4060;-51.1402;-30.0067;N
4042;4042;-51.1416;-30.0077;N
4070;4070;-51.1383;-30.0053;N
4079;4079;-51.1365;-30.0040;N
4080;4080;-51.1355;-30.0032;N
4081;4081;-51.1350;-30.0030;N
4142;4142;-51.1341;-30.0018;N
4192;4192;-51.1326;-29.9992;N
5559;5559;-51.1325;-29.9992;N
4143;4143;-51.1334;-30.0009;N
4194;4194;-51.1316;-29.9975;N
5558;5558;-51.1308;-29.9961;N
4195;4195;-51.1315;-29.9973;N
4196;4196;-51.1309;-29.9961;N
4209;4209;-51.1287;-29.9932;N
4213;4213;-51.1274;-29.9922;N
4208;4208;-51.1293;-29.9940;N
4249;4249;-51.1257;-29.9908;N
4250;4250;-51.1259;-29.9908;N
5566;5566;-51.1241;-29.9893;N
4252;4252;-51.1239;-29.9892;N
4261;4261;-51.1215;-29.9871;N
1172;1172;-51.1904;-30.1326;N
5249;5249;-51.1275;-29.9924;N
5961;5961;-51.1905;-30.1325;N
1166;1166;-51.1929;-30.1354;N
1167;1167;-51.1929;-30.1353;N
1164;1164;-51.1941;-30.1367;N
6535;6535;-51.1948;-30.1375;N
4267;4267;-51.1201;-29.9859;N
100009;100009;-51.2246;-30.0310;S
6492;6492;-51.1201;-29.9858;N
5016;5016;-51.1170;-29.9832;N
4851;4851;-51.1181;-29.9842;N
5015;5015;-51.1160;-29.9823;N
5020;5020;-51.1147;-29.9779;N
5019;5019;-51.1147;-29.9769;N
4940;4940;-51.0941;-30.0056;N
4943;4943;-51.0939;-30.0030;N
4944;4944;-51.0940;-30.0031;N
4946;4946;-51.0938;-30.0010;N
4941;4941;-51.0942;-30.0054;N
4996;4996;-51.0934;-29.9981;N
4947;4947;-51.0935;-30.0098;N
4913;4913;-51.0966;-30.0115;N
4995;4995;-51.0935;-29.9984;N
3806;3806;-51.1711;-30.0120;N
1990;1990;-51.1989;-30.0527;N
1989;1989;-51.1995;-30.0517;N
1862;1862;-51.2001;-30.0510;N
3351;3351;-51.1400;-30.0291;N
6534;6534;-51.1347;-30.0478;N
6533;6533;-51.1344;-30.0461;N
5057;5057;-51.1789;-30.0331;N
6532;6532;-51.1346;-30.0460;N
1756;1756;-51.2078;-30.0681;N
5659;5659;-51.1081;-30.0156;N
4800;4800;-51.1081;-30.0156;N
5886;5886;-51.1079;-30.0143;N
4810;4810;-51.1076;-30.0099;N
4808;4808;-51.1078;-30.0116;N
6531;6531;-51.1076;-30.0100;N
4804;4804;-51.1078;-30.0127;N
4809;4809;-51.1077;-30.0116;N
4803;4803;-51.1080;-30.0135;N
2987;2987;-51.1649;-30.0459;N
3008;3008;-51.1643;-30.0404;N
3005;3005;-51.1658;-30.0406;N
4837;4837;-51.1028;-30.0011;N
4833;4833;-51.1041;-30.0011;N
5011;5011;-51.0895;-29.9959;N
5008;5008;-51.0910;-29.9958;N
4832;4832;-51.1046;-30.0010;N
5007;5007;-51.0919;-29.9958;N
5152;5152;-51.0912;-29.9958;N
5005;5005;-51.0930;-29.9957;N
4980;4980;-51.0936;-29.9966;N
4672;4672;-51.1157;-30.0239;N
6178;6178;-51.2496;-30.1116;N
4771;4771;-51.0977;-30.0173;N
4767;4767;-51.1002;-30.0178;N
4770;4770;-51.0994;-30.0184;N
4243;4243;-51.1187;-29.9962;N
4839;4839;-51.1158;-29.9955;N
4840;4840;-51.1155;-29.9956;N
6530;6530;-51.1333;-30.0459;N
6529;6529;-51.1332;-30.0460;N
6528;6528;-51.1330;-30.0476;N
6527;6527;-51.1331;-30.0477;N
6526;6526;-51.1623;-30.0280;N
6525;6525;-51.1193;-29.9970;N
4242;4242;-51.1194;-29.9970;N
6294;6294;-51.1821;-30.0539;N
6523;6523;-51.1738;-30.1631;N
6524;6524;-51.2347;-30.1010;N
689;689;-51.2240;-30.1336;N
1896;1896;-51.1940;-30.0757;N
1893;1893;-51.1935;-30.0780;N
1900;1900;-51.1938;-30.0767;N
4830;4830;-51.1072;-30.0049;N
4829;4829;-51.1072;-30.0050;N
