5000;124
5000;127
5000;129
5000;130
5000;141
5000;143
5000;145
5000;149
5000;154
5000;279
5000;284
5000;287
5000;305
5000;307
5000;313
5000;316
5000;325
5000;327
5000;336
5000;405
5000;408
5000;412
5000;419
5000;434
5000;454
5000;456
5000;493
5000;495
5000;498
5000;499
5000;524
5000;531
5000;535
5000;537
5000;554
5000;559
5000;563
5000;621
5000;623
5000;625
5000;627
5000;630
5000;632
5000;643
5000;654
5000;659
5000;665
5000;674
5000;676
5000;678
5000;682
5000;684
5000;686
5000;765
5000;828
5000;830
5000;840
5000;844
5000;850
5000;852
5000;854
5000;871
5000;875
5000;1052
5000;1054
5000;1062
5000;1064
5000;1323
5000;1326
5000;1427
5000;1458
5000;1512
5000;1547
5000;1550
5000;1556
5000;1564
5000;1576
5000;5099
5000;5155
5000;5325
5000;5527
5000;5528
5000;5529
5000;5902
5000;6369
5000;6381
5000;6382
5000;6385
5000;6413
5000;6414
5000;6516
5000;100007
5001;125
5001;126
5001;128
5001;131
5001;140
5001;142
5001;144
5001;146
5001;150
5001;153
5001;280
5001;288
5001;306
5001;314
5001;317
5001;321
5001;324
5001;326
5001;337
5001;406
5001;407
5001;411
5001;417
5001;418
5001;421
5001;433
5001;435
5001;453
5001;455
5001;458
5001;460
5001;489
5001;492
5001;494
5001;497
5001;521
5001;525
5001;536
5001;553
5001;562
5001;622
5001;626
5001;628
5001;629
5001;631
5001;633
5001;642
5001;644
5001;655
5001;658
5001;666
5001;675
5001;677
5001;680
5001;683
5001;685
5001;766
5001;829
5001;839
5001;842
5001;849
5001;851
5001;853
5001;870
5001;874
5001;1051
5001;1053
5001;1061
5001;1065
5001;1321
5001;1511
5001;1535
5001;1554
5001;1555
5001;1563
5001;1566
5001;5154
5001;5162
5001;5177
5001;5178
5001;5227
5001;5303
5001;5415
5001;5458
5001;5836
5001;6279
5001;6368
5001;6380
5001;6383
5001;6384
5001;6433
5001;6496
5001;6500
5001;100007
5002;124
5002;127
5002;129
5002;130
5002;141
5002;143
5002;145
5002;149
5002;154
5002;279
5002;284
5002;287
5002;305
5002;307
5002;313
5002;316
5002;325
5002;327
5002;336
5002;405
5002;408
5002;412
5002;419
5002;434
5002;454
5002;456
5002;493
5002;495
5002;498
5002;499
5002;524
5002;531
5002;535
5002;537
5002;554
5002;559
5002;563
5002;621
5002;623
5002;625
5002;627
5002;630
5002;632
5002;643
5002;654
5002;659
5002;665
5002;674
5002;676
5002;678
5002;682
5002;684
5002;686
5002;765
5002;828
5002;830
5002;840
5002;844
5002;850
5002;852
5002;854
5002;871
5002;875
5002;1052
5002;1054
5002;1062
5002;1064
5002;1323
5002;1326
5002;1427
5002;1458
5002;1547
5002;1550
5002;1556
5002;5099
5002;5155
5002;5325
5002;5414
5002;5902
5002;6369
5002;6381
5002;6382
5002;6385
5002;6413
5002;6414
5002;6516
5003;125
5003;126
5003;128
5003;131
5003;140
5003;142
5003;144
5003;146
5003;150
5003;153
5003;280
5003;288
5003;306
5003;314
5003;317
5003;321
5003;324
5003;326
5003;337
5003;406
5003;407
5003;411
5003;417
5003;418
5003;421
5003;433
5003;435
5003;453
5003;455
5003;458
5003;460
5003;489
5003;492
5003;494
5003;497
5003;521
5003;525
5003;536
5003;553
5003;562
5003;622
5003;626
5003;628
5003;629
5003;631
5003;633
5003;642
5003;644
5003;655
5003;658
5003;666
5003;675
5003;677
5003;680
5003;683
5003;685
5003;766
5003;829
5003;839
5003;842
5003;849
5003;851
5003;853
5003;870
5003;874
5003;1051
5003;1053
5003;1061
5003;1065
5003;1321
5003;1535
5003;1554
5003;1555
5003;1574
5003;5154
5003;5162
5003;5177
5003;5178
5003;5227
5003;5303
5003;5415
5003;5458
5003;5836
5003;6279
5003;6368
5003;6380
5003;6383
5003;6384
5003;6433
5003;6496
5003;6500
5004;124
5004;127
5004;129
5004;130
5004;141
5004;143
5004;145
5004;149
5004;154
5004;279
5004;284
5004;287
5004;305
5004;307
5004;313
5004;325
5004;327
5004;336
5004;391
5004;395
5004;416
5004;441
5004;447
5004;493
5004;495
5004;498
5004;499
5004;524
5004;531
5004;535
5004;537
5004;554
5004;559
5004;563
5004;621
5004;623
5004;625
5004;627
5004;630
5004;632
5004;643
5004;654
5004;659
5004;665
5004;674
5004;676
5004;678
5004;682
5004;684
5004;686
5004;765
5004;828
5004;830
5004;840
5004;844
5004;850
5004;852
5004;854
5004;871
5004;875
5004;1052
5004;1054
5004;1062
5004;1064
5004;1323
5004;1326
5004;1427
5004;1458
5004;1512
5004;1547
5004;1550
5004;1556
5004;1564
5004;1576
5004;5032
5004;5099
5004;5155
5004;5201
5004;5231
5004;5232
5004;5325
5004;5527
5004;5528
5004;5529
5004;5902
5004;5971
5004;5999
5004;6369
5004;6381
5004;6382
5004;6385
5004;6413
5004;6414
5004;6516
5005;125
5005;126
5005;128
5005;131
5005;140
5005;142
5005;144
5005;146
5005;150
5005;153
5005;280
5005;288
5005;306
5005;314
5005;321
5005;324
5005;326
5005;337
5005;396
5005;415
5005;489
5005;492
5005;494
5005;497
5005;521
5005;525
5005;536
5005;553
5005;562
5005;622
5005;626
5005;628
5005;629
5005;631
5005;633
5005;642
5005;644
5005;655
5005;658
5005;666
5005;675
5005;677
5005;680
5005;683
5005;685
5005;766
5005;829
5005;839
5005;842
5005;849
5005;851
5005;853
5005;870
5005;874
5005;1051
5005;1053
5005;1061
5005;1065
5005;1321
5005;1511
5005;1535
5005;1554
5005;1555
5005;1563
5005;1566
5005;5147
5005;5154
5005;5162
5005;5177
5005;5178
5005;5185
5005;5227
5005;5303
5005;5415
5005;5458
5005;5828
5005;5855
5005;5972
5005;5979
5005;5996
5005;5997
5005;6024
5005;6279
5005;6368
5005;6380
5005;6383
5005;6384
5005;6433
5005;6467
5005;6500
5006;124
5006;127
5006;129
5006;130
5006;141
5006;143
5006;145
5006;149
5006;154
5006;279
5006;284
5006;287
5006;305
5006;307
5006;313
5006;325
5006;327
5006;336
5006;391
5006;395
5006;416
5006;441
5006;442
5006;445
5006;447
5006;448
5006;449
5006;451
5006;477
5006;479
5006;493
5006;495
5006;498
5006;499
5006;524
5006;531
5006;535
5006;537
5006;554
5006;559
5006;563
5006;621
5006;623
5006;625
5006;627
5006;630
5006;632
5006;643
5006;654
5006;659
5006;665
5006;674
5006;676
5006;678
5006;682
5006;684
5006;686
5006;765
5006;828
5006;830
5006;840
5006;844
5006;850
5006;852
5006;854
5006;871
5006;875
5006;1052
5006;1054
5006;1062
